Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17.0,1,9254.0,1,1,119.0,1,37.0,37,5,4,118.0,1.0,0,0.0,1,1,0.0,19.0,0,0,6,13,2,10.5,0,0,6,11,1,12.0,0,10.8,1.4,1.74,Dropout
1,17.0,2,8014.0,0,1,134.0,1,1.0,19,4,99,126.0,1.0,0,0.0,1,1,0.0,22.0,0,0,6,7,6,12.66666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
1,44.0,1,9003.0,1,39,120.0,1,1.0,19,4,7,120.0,0.0,0,0.0,1,1,0.0,23.0,0,1,6,6,1,11.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
1,17.0,4,171.0,1,1,172.0,1,3.0,1,2,10,155.6,1.0,0,0.0,1,1,0.0,19.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,1.0,4,9147.0,1,1,120.0,1,19.0,38,5,5,122.8,1.0,0,0.0,1,1,0.0,18.0,0,0,5,6,4,11.5,0,0,5,12,2,10.33333333,0,10.8,1.4,1.74,Enrolled
1,1.0,3,171.0,1,1,129.0,1,38.0,37,9,3,127.3,1.0,0,1.0,0,1,1.0,19.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17.0,1,9147.0,1,1,118.0,1,1.0,38,9,9,118.4,1.0,0,0.0,1,1,0.0,19.0,0,0,5,10,2,10.5,0,0,5,5,4,11.75,0,12.4,0.5,1.79,Enrolled
1,1.0,1,9670.0,1,1,127.0,1,1.0,37,4,9,128.1,0.0,0,0.0,1,1,0.0,19.0,0,0,5,8,4,12.5,0,0,5,6,4,11.0,0,7.6,2.6,0.32,Enrolled
1,1.0,2,9500.0,1,1,133.1,1,37.0,37,9,9,99.0,1.0,0,0.0,1,1,0.0,22.0,0,0,7,9,6,12.83333333,0,0,8,12,6,12.5,0,16.2,0.3,-0.92,Enrolled
1,1.0,1,9773.0,1,1,164.0,1,19.0,1,9,9,161.2,0.0,0,0.0,1,1,1.0,18.0,0,0,6,7,6,15.57142857,0,0,6,7,6,16.14285714,0,13.9,-0.3,0.79,Graduate
1,17.0,1,9238.0,1,1,136.0,1,37.0,37,7,7,140.9,1.0,0,0.0,1,1,0.0,18.0,0,0,6,10,4,12.0,0,0,6,7,5,11.8,0,9.4,-0.8,-3.12,Dropout
1,17.0,1,9773.0,1,1,117.0,1,38.0,38,9,9,111.1,0.0,0,1.0,1,1,0.0,19.0,0,0,6,6,4,11.25,0,0,6,6,3,11.33333333,0,16.2,0.3,-0.92,Dropout
1,1.0,4,171.0,1,1,131.0,1,1.0,1,0,3,149.9,1.0,0,0.0,1,1,0.0,18.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
1,17.0,6,9670.0,1,1,110.0,1,1.0,19,4,10,111.3,0.0,0,0.0,1,1,0.0,21.0,0,0,6,10,6,12.28571429,0,0,6,11,4,14.25,0,15.5,2.8,-4.06,Enrolled
1,1.0,2,9254.0,1,1,125.0,1,1.0,19,4,1,121.5,1.0,0,0.0,1,1,0.0,18.0,0,0,6,12,5,11.0,0,0,6,11,3,10.33333333,0,9.4,-0.8,-3.12,Enrolled
1,44.0,1,9003.0,1,39,120.0,1,19.0,38,6,6,120.0,1.0,0,0.0,1,1,0.0,19.0,0,0,6,8,6,12.14285714,0,0,6,11,5,13.6,0,12.4,0.5,1.79,Graduate
1,39.0,1,9003.0,1,19,133.1,1,1.0,19,9,8,120.0,0.0,0,1.0,0,1,0.0,27.0,0,0,6,11,2,11.5,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
1,53.0,1,9003.0,1,42,130.0,1,38.0,38,9,9,130.0,1.0,0,1.0,1,1,0.0,20.0,0,7,12,16,11,12.54545455,0,5,10,12,8,11.625,0,8.9,1.4,3.51,Enrolled
1,1.0,5,9254.0,1,1,101.0,1,3.0,19,3,9,98.9,1.0,0,0.0,1,1,0.0,20.0,0,0,6,10,4,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
1,1.0,6,9500.0,1,1,141.0,1,4.0,3,2,1,136.3,1.0,0,0.0,1,1,0.0,18.0,0,0,8,9,8,12.8875,1,0,8,9,8,12.8875,1,9.4,-0.8,-3.12,Graduate
1,17.0,1,9773.0,1,1,128.0,1,38.0,19,9,10,125.2,1.0,0,0.0,1,1,0.0,18.0,0,0,6,6,6,12.66666667,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Enrolled
1,1.0,2,9070.0,1,1,145.0,1,38.0,19,7,7,130.0,1.0,0,0.0,1,1,0.0,18.0,0,0,6,7,6,12.83333333,0,0,6,7,6,12.57142857,0,8.9,1.4,3.51,Graduate
1,1.0,1,9147.0,1,1,160.0,1,1.0,38,4,7,141.5,1.0,0,0.0,1,1,0.0,18.0,0,0,5,10,3,10.66666667,1,0,5,11,2,12.5,0,9.4,-0.8,-3.12,Dropout
1,16.0,5,9085.0,1,1,134.0,1,19.0,37,8,8,123.9,1.0,0,0.0,1,1,0.0,18.0,0,0,5,11,5,13.0,2,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Enrolled
1,17.0,2,9500.0,1,1,125.0,1,19.0,19,5,5,114.5,1.0,0,0.0,1,0,0.0,18.0,0,0,7,11,6,11.98333333,0,0,8,12,8,12.28125,0,16.2,0.3,-0.92,Graduate
1,39.0,1,8014.0,0,15,133.1,1,34.0,34,0,0,100.0,1.0,0,0.0,0,0,0.0,37.0,0,0,5,9,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
2,39.0,1,8014.0,0,1,120.0,1,38.0,37,5,3,110.5,0.0,0,0.0,1,0,1.0,36.0,0,0,6,6,6,11.83333333,0,0,6,6,6,11.5,0,10.8,1.4,1.74,Graduate
2,39.0,1,9085.0,1,19,133.1,1,19.0,19,9,5,101.0,1.0,0,0.0,1,0,0.0,26.0,0,0,6,21,3,12.66666667,0,0,6,15,2,11.0,0,15.5,2.8,-4.06,Dropout
1,1.0,1,9085.0,1,1,121.0,1,37.0,38,6,9,121.0,0.0,0,0.0,1,0,0.0,19.0,0,0,5,9,4,13.75,1,0,5,8,4,14.5,0,7.6,2.6,0.32,Graduate
1,39.0,1,8014.0,0,1,120.0,1,37.0,1,7,4,95.0,1.0,0,0.0,1,0,0.0,24.0,0,0,6,8,5,11.4,0,0,6,8,5,11.8,0,15.5,2.8,-4.06,Dropout
1,1.0,2,9773.0,1,1,130.0,109,19.0,1,9,9,126.9,1.0,0,0.0,1,0,1.0,19.0,1,0,6,8,6,13.16666667,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Dropout
1,42.0,1,9670.0,1,1,130.0,1,1.0,1,9,10,116.3,1.0,0,0.0,1,0,1.0,20.0,0,3,7,10,6,12.83333333,0,2,8,8,5,11.8,0,12.7,3.7,-1.7,Graduate
1,18.0,1,9670.0,1,1,128.0,1,19.0,3,9,7,120.0,1.0,0,0.0,1,0,0.0,19.0,0,0,6,8,6,14.125,0,0,6,10,5,14.5,0,11.1,0.6,2.02,Graduate
1,1.0,1,9085.0,1,1,126.0,1,38.0,37,9,9,123.6,1.0,0,0.0,1,0,0.0,21.0,0,0,5,10,3,11.66666667,0,0,5,5,5,13.0,0,10.8,1.4,1.74,Graduate
2,39.0,1,9556.0,1,1,120.0,1,37.0,37,9,4,150.0,0.0,0,0.0,0,0,0.0,50.0,0,0,7,18,6,10.25,0,0,7,14,4,11.25,0,12.7,3.7,-1.7,Dropout
2,39.0,1,9556.0,1,1,100.0,1,37.0,37,9,9,120.0,0.0,0,0.0,1,0,0.0,47.0,0,1,7,16,6,12.51428571,0,0,7,15,4,11.75,0,12.7,3.7,-1.7,Dropout
1,42.0,1,9853.0,1,1,120.0,1,1.0,19,4,7,111.3,0.0,0,0.0,1,0,0.0,24.0,0,9,13,17,10,11.5,0,7,13,18,9,10.44444444,0,16.2,0.3,-0.92,Dropout
1,39.0,1,9991.0,0,1,110.0,1,37.0,37,7,10,150.0,0.0,0,0.0,0,0,0.0,48.0,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
1,1.0,1,9085.0,1,1,127.0,1,37.0,2,9,4,123.2,1.0,0,0.0,1,0,1.0,18.0,0,0,6,7,6,15.71428571,0,0,6,17,5,12.77777778,0,12.4,0.5,1.79,Graduate
1,44.0,1,9991.0,0,39,130.0,1,37.0,37,5,5,130.0,1.0,0,0.0,1,1,0.0,32.0,0,2,6,9,4,12.5,0,3,7,7,4,11.0,0,9.4,-0.8,-3.12,Dropout
1,1.0,1,9670.0,1,1,141.0,1,19.0,3,4,0,137.9,1.0,0,0.0,0,1,0.0,20.0,0,0,5,6,3,12.0,0,0,5,5,4,12.75,0,7.6,2.6,0.32,Dropout
1,39.0,1,9119.0,1,1,120.0,1,37.0,38,9,8,100.0,0.0,0,1.0,1,1,0.0,24.0,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
2,39.0,1,9130.0,1,19,133.1,1,37.0,38,9,9,120.0,0.0,0,0.0,1,1,0.0,53.0,0,0,5,9,4,12.25,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Graduate
2,39.0,1,9773.0,1,19,133.1,1,19.0,19,9,4,131.0,0.0,0,1.0,0,1,0.0,42.0,0,0,4,5,0,0.0,0,0,4,4,0,0.0,0,13.9,-0.3,0.79,Dropout
2,39.0,1,9991.0,0,12,133.1,1,37.0,37,9,9,133.8,1.0,0,0.0,1,1,0.0,52.0,0,0,5,5,5,13.6,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
1,43.0,1,8014.0,0,1,130.0,1,38.0,3,132,122,100.0,0.0,0,0.0,1,1,0.0,54.0,0,9,13,14,13,13.30769231,0,7,11,12,11,12.81818182,0,12.7,3.7,-1.7,Enrolled
2,39.0,1,9991.0,0,1,110.0,1,37.0,37,9,10,150.0,0.0,0,0.0,1,1,0.0,49.0,0,0,5,6,5,12.2,0,0,5,9,5,11.8,0,15.5,2.8,-4.06,Graduate
1,17.0,1,9670.0,1,1,125.0,1,38.0,37,7,5,126.4,0.0,0,0.0,1,1,1.0,18.0,0,0,6,7,6,12.28571429,0,0,6,7,6,13.33333333,1,16.2,0.3,-0.92,Graduate
2,39.0,1,9130.0,1,1,130.0,1,1.0,19,6,6,154.0,1.0,0,0.0,1,1,0.0,37.0,0,1,5,12,3,12.0,2,1,5,8,4,13.0,1,10.8,1.4,1.74,Graduate
1,1.0,1,9500.0,1,1,121.0,1,1.0,1,4,4,114.9,0.0,0,0.0,1,1,1.0,21.0,0,0,7,9,6,13.34285714,0,0,8,10,7,11.65,0,12.4,0.5,1.79,Graduate
1,39.0,1,9670.0,1,9,133.1,1,37.0,37,5,3,110.0,0.0,0,1.0,1,1,0.0,26.0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,1.0,1,9070.0,1,1,147.0,1,3.0,1,2,3,149.8,1.0,0,0.0,1,1,0.0,20.0,0,5,12,12,11,14.27272727,0,5,12,12,11,14.81818182,0,16.2,0.3,-0.92,Graduate
1,1.0,4,9500.0,1,1,128.0,1,1.0,37,4,3,117.9,1.0,0,0.0,1,0,1.0,19.0,0,0,7,9,7,12.1375,0,0,8,9,8,12.91111111,0,12.4,0.5,1.79,Graduate
1,1.0,2,9070.0,1,1,164.0,1,38.0,38,9,7,165.8,1.0,0,0.0,1,0,0.0,18.0,0,0,6,7,6,14.16666667,0,0,6,7,6,14.85714286,0,9.4,-0.8,-3.12,Graduate
1,17.0,5,9500.0,1,1,137.0,1,1.0,1,4,4,127.6,1.0,0,0.0,1,0,0.0,18.0,0,0,7,7,7,13.52857143,0,0,8,9,8,14.65555556,0,12.4,0.5,1.79,Graduate
1,17.0,2,8014.0,0,1,122.0,1,37.0,19,9,9,123.8,0.0,0,0.0,1,0,0.0,20.0,0,0,6,8,5,12.0,0,0,6,8,6,11.0,0,10.8,1.4,1.74,Graduate
1,17.0,4,9254.0,1,1,124.0,1,3.0,3,3,3,126.1,1.0,0,0.0,1,0,0.0,20.0,0,0,5,5,5,11.4,0,0,6,11,1,11.0,0,10.8,1.4,1.74,Dropout
1,1.0,2,171.0,1,1,120.0,1,3.0,19,4,7,119.7,1.0,0,0.0,1,0,0.0,21.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout
1,1.0,2,171.0,1,1,117.0,1,1.0,19,3,3,121.6,1.0,0,0.0,1,0,0.0,22.0,0,6,12,12,12,12.91666667,0,4,11,16,11,14.5,0,8.9,1.4,3.51,Graduate
1,43.0,1,9500.0,1,1,140.0,1,1.0,38,4,7,100.0,0.0,0,0.0,1,0,1.0,18.0,0,0,7,8,7,13.6375,0,0,8,8,8,14.3875,0,13.9,-0.3,0.79,Graduate
1,1.0,5,9500.0,1,1,130.0,1,19.0,37,9,7,127.6,1.0,0,0.0,1,0,0.0,18.0,0,0,7,10,7,12.9,0,0,8,15,7,12.14285714,0,15.5,2.8,-4.06,Dropout
1,1.0,1,9500.0,1,1,138.0,1,1.0,38,4,9,132.5,1.0,0,0.0,1,0,1.0,19.0,0,0,8,8,7,14.36,0,0,8,8,7,14.36,0,10.8,1.4,1.74,Graduate
1,1.0,1,9500.0,1,1,141.0,1,3.0,1,9,9,124.3,0.0,0,0.0,1,0,0.0,19.0,0,0,8,8,7,14.51428571,0,0,8,8,7,14.51428571,0,12.7,3.7,-1.7,Enrolled
1,1.0,3,9500.0,1,1,142.0,1,1.0,1,4,7,131.0,1.0,0,0.0,1,0,0.0,18.0,0,0,8,8,7,14.7,0,0,8,8,7,14.7,0,10.8,1.4,1.74,Graduate
1,7.0,1,9991.0,0,40,120.0,1,43.0,3,3,3,120.0,0.0,0,0.0,1,0,0.0,27.0,0,0,5,5,5,15.2,0,0,5,6,5,14.0,0,11.1,0.6,2.02,Enrolled
1,1.0,3,9556.0,1,1,122.0,1,19.0,19,3,10,113.3,1.0,0,0.0,1,0,1.0,20.0,0,0,7,7,7,13.0,0,0,8,8,8,15.0625,0,12.4,0.5,1.79,Graduate
1,1.0,2,9853.0,1,1,131.0,1,1.0,1,2,9,121.9,1.0,0,0.0,1,0,0.0,20.0,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1.0,2,9085.0,1,1,120.0,1,38.0,1,9,3,118.3,1.0,0,0.0,1,0,0.0,20.0,0,0,5,11,5,12.33333333,2,0,5,7,5,12.6,0,9.4,-0.8,-3.12,Graduate
1,1.0,1,9147.0,1,1,131.0,1,3.0,19,1,4,118.8,0.0,0,0.0,1,0,0.0,19.0,0,0,5,6,5,13.4,0,0,5,6,5,13.0,0,16.2,0.3,-0.92,Graduate
1,1.0,2,9085.0,1,1,130.0,1,37.0,19,9,8,129.0,0.0,0,0.0,1,0,0.0,20.0,0,0,5,7,4,11.75,0,0,5,9,2,10.5,0,7.6,2.6,0.32,Enrolled
1,43.0,3,171.0,1,1,120.0,1,37.0,37,9,9,143.3,1.0,0,0.0,1,0,1.0,20.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
1,1.0,1,171.0,1,1,136.0,1,3.0,3,1,2,152.5,1.0,0,0.0,1,0,0.0,20.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
1,53.0,1,9085.0,1,42,160.0,1,1.0,19,4,6,155.7,1.0,0,0.0,1,0,0.0,27.0,0,7,12,17,11,14.72727273,0,4,9,10,7,14.14285714,0,8.9,1.4,3.51,Graduate
1,1.0,2,9085.0,1,1,157.0,1,3.0,3,5,2,153.9,1.0,0,0.0,1,0,0.0,18.0,0,0,6,7,6,16.57142857,0,0,6,6,6,15.66666667,0,13.9,-0.3,0.79,Graduate
1,1.0,1,9500.0,1,1,150.0,1,19.0,1,4,4,137.8,0.0,0,0.0,1,0,0.0,18.0,0,0,7,10,7,15.145,0,0,8,8,8,15.7425,0,15.5,2.8,-4.06,Graduate
1,17.0,1,9500.0,1,1,148.0,1,1.0,37,9,7,143.3,0.0,0,0.0,1,0,1.0,18.0,0,0,7,7,7,13.44285714,0,0,8,8,8,15.075,0,13.9,-0.3,0.79,Graduate
1,1.0,1,9085.0,1,1,120.0,1,37.0,37,9,1,123.2,0.0,0,0.0,1,0,0.0,20.0,0,0,5,8,5,14.16666667,2,0,5,6,4,11.75,2,9.4,-0.8,-3.12,Graduate
1,1.0,1,9773.0,1,1,150.0,1,1.0,1,4,4,138.1,1.0,0,0.0,1,0,0.0,19.0,0,0,6,7,6,14.0,0,0,6,7,5,15.0,0,11.1,0.6,2.02,Enrolled
1,17.0,1,9238.0,1,1,158.0,1,1.0,1,5,6,140.5,0.0,0,0.0,1,0,1.0,20.0,0,0,6,9,6,11.33333333,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
1,1.0,4,9500.0,1,1,145.0,1,3.0,19,1,5,130.0,1.0,0,0.0,1,0,0.0,18.0,0,0,8,8,8,13.76125,0,0,8,8,8,13.76125,0,9.4,-0.8,-3.12,Graduate
1,44.0,1,9070.0,1,39,100.0,1,1.0,38,4,6,104.8,0.0,0,1.0,0,0,0.0,22.0,0,2,7,9,5,11.6,0,5,9,9,5,10.0,0,12.4,0.5,1.79,Dropout
1,17.0,1,8014.0,0,1,136.0,1,37.0,37,5,8,132.5,0.0,0,1.0,1,0,1.0,22.0,0,1,6,7,4,12.75,0,1,6,8,5,13.0,0,13.9,-0.3,0.79,Graduate
1,39.0,1,9991.0,0,1,133.1,1,1.0,1,4,2,127.7,0.0,0,0.0,1,0,0.0,25.0,0,0,5,12,4,12.5,0,0,5,10,4,11.0,0,13.9,-0.3,0.79,Enrolled
1,1.0,1,9085.0,1,1,148.0,1,19.0,3,4,2,136.5,0.0,0,0.0,1,0,0.0,19.0,0,0,6,13,6,15.30769231,0,0,6,9,6,14.0,0,15.5,2.8,-4.06,Graduate
1,44.0,1,9130.0,1,39,130.0,1,3.0,1,4,1,130.0,1.0,0,0.0,0,0,0.0,21.0,0,1,6,12,5,13.28571429,0,0,6,10,4,12.0,0,16.2,0.3,-0.92,Dropout
1,39.0,1,9500.0,1,40,130.0,1,1.0,1,4,4,190.0,1.0,0,0.0,1,0,0.0,27.0,0,1,7,7,7,14.75714286,0,1,8,9,8,14.07777778,0,16.2,0.3,-0.92,Graduate
1,17.0,4,9500.0,1,1,136.0,1,1.0,1,4,9,128.5,1.0,0,0.0,1,0,0.0,18.0,0,0,7,7,6,12.76666667,0,0,7,7,6,12.76666667,0,7.6,2.6,0.32,Graduate
1,17.0,3,9254.0,1,1,122.0,1,1.0,1,4,4,126.6,0.0,0,0.0,0,0,0.0,18.0,0,0,5,5,5,10.4,0,0,6,13,0,0.0,0,10.8,1.4,1.74,Dropout
1,17.0,1,9556.0,1,1,140.0,1,3.0,3,1,7,131.6,1.0,0,0.0,1,1,0.0,19.0,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,11.1,0.6,2.02,Dropout
5,39.0,1,9991.0,0,1,110.0,1,1.0,1,3,3,119.0,0.0,0,0.0,1,1,1.0,35.0,0,0,5,10,4,10.5,0,0,5,6,5,12.6,0,8.9,1.4,3.51,Graduate
1,17.0,1,9085.0,1,1,130.0,1,37.0,36,4,90,127.6,0.0,0,0.0,1,1,0.0,23.0,0,0,5,6,4,14.25,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
1,39.0,1,9500.0,1,1,133.1,1,1.0,37,9,9,100.0,0.0,0,0.0,1,1,0.0,28.0,0,0,7,11,3,11.91666667,1,0,7,17,0,0.0,0,16.2,0.3,-0.92,Dropout
1,1.0,1,9119.0,1,1,128.0,1,38.0,38,9,7,124.5,1.0,0,0.0,1,1,0.0,19.0,0,0,5,10,3,10.66666667,0,0,5,9,2,14.0,2,7.6,2.6,0.32,Enrolled
1,1.0,1,9773.0,1,1,117.0,1,1.0,19,4,4,109.3,0.0,0,0.0,1,1,0.0,19.0,0,0,6,11,4,12.25,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,Enrolled
1,1.0,2,9670.0,1,1,124.0,1,19.0,1,9,4,117.7,1.0,0,1.0,1,1,0.0,20.0,0,0,5,5,4,12.0,0,0,5,6,5,11.6,0,9.4,-0.8,-3.12,Dropout
1,1.0,1,9670.0,1,1,124.0,1,2.0,2,3,3,124.7,1.0,0,0.0,1,1,0.0,21.0,0,0,5,7,3,11.0,0,0,5,5,4,12.75,0,7.6,2.6,0.32,Dropout
1,17.0,3,9070.0,1,1,128.0,1,37.0,37,5,5,124.5,1.0,0,0.0,1,1,0.0,18.0,0,0,6,6,6,14.16666667,0,0,6,8,5,13.0,0,10.8,1.4,1.74,Graduate
1,1.0,5,9070.0,1,1,125.0,1,3.0,3,2,2,140.8,1.0,0,0.0,1,1,0.0,22.0,0,0,6,6,6,14.66666667,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate
1,17.0,3,9085.0,1,1,121.0,1,38.0,1,9,9,111.9,1.0,0,0.0,1,1,0.0,21.0,0,0,5,11,0,0.0,0,0,5,10,5,12.28571429,1,10.8,1.4,1.74,Graduate
1,7.0,1,9556.0,1,3,140.0,1,3.0,3,2,2,140.0,0.0,0,1.0,0,1,0.0,38.0,0,0,7,8,3,12.66666667,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1.0,1,171.0,1,1,124.0,1,19.0,1,9,9,121.2,1.0,0,0.0,1,1,0.0,20.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
1,43.0,4,171.0,1,1,136.0,1,37.0,37,9,9,123.8,1.0,0,0.0,1,1,0.0,19.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
1,7.0,1,9119.0,1,1,140.8,1,34.0,34,0,0,134.0,0.0,0,0.0,1,1,0.0,24.0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout
1,18.0,3,9070.0,1,1,142.0,1,1.0,37,4,7,130.8,1.0,0,0.0,0,1,0.0,19.0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1.0,1,9500.0,1,1,133.0,1,37.0,38,9,9,130.2,1.0,0,0.0,1,1,1.0,19.0,0,0,7,7,7,13.7,0,0,8,9,8,14.02222222,0,16.2,0.3,-0.92,Graduate
1,1.0,1,9147.0,1,1,131.0,1,3.0,19,3,10,123.3,0.0,0,0.0,1,1,0.0,19.0,0,0,5,7,5,11.8,0,0,5,8,4,12.4,2,16.2,0.3,-0.92,Enrolled
1,39.0,1,9119.0,1,3,130.0,1,3.0,3,3,10,147.6,0.0,0,0.0,1,1,0.0,31.0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,17.0,1,9670.0,1,1,120.0,1,38.0,37,9,8,113.4,1.0,0,0.0,1,1,1.0,19.0,0,0,6,6,6,13.33333333,0,0,6,7,6,13.28571429,0,8.9,1.4,3.51,Graduate
1,17.0,1,9070.0,1,1,141.0,1,19.0,38,4,5,133.7,1.0,0,0.0,1,1,0.0,22.0,0,0,6,7,5,11.4,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
1,39.0,1,9085.0,1,1,130.0,1,34.0,1,0,2,128.2,0.0,0,0.0,1,1,0.0,25.0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,1.0,1,9500.0,1,1,168.0,1,1.0,1,5,5,161.0,1.0,0,0.0,1,1,0.0,18.0,0,0,7,7,7,16.14285714,0,0,8,9,0,0.0,0,16.2,0.3,-0.92,Dropout
1,7.0,1,9500.0,1,3,130.0,1,37.0,37,90,90,130.0,1.0,0,0.0,1,1,0.0,30.0,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Dropout
1,1.0,1,9500.0,1,1,156.0,1,38.0,37,9,9,156.3,0.0,0,0.0,1,1,1.0,18.0,0,0,8,8,8,15.63375,0,0,8,8,8,15.63375,0,9.4,-0.8,-3.12,Graduate
1,1.0,1,9773.0,1,1,137.0,1,1.0,1,5,5,129.3,1.0,0,0.0,1,1,0.0,18.0,0,0,6,6,6,13.66666667,0,0,6,6,6,14.5,0,12.7,3.7,-1.7,Graduate
1,17.0,6,9773.0,1,1,131.0,1,34.0,34,0,0,129.3,0.0,0,0.0,1,1,0.0,18.0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
1,1.0,1,9238.0,1,1,130.0,1,38.0,38,7,7,136.3,1.0,0,0.0,1,1,0.0,18.0,0,0,6,8,6,12.5,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
1,39.0,1,9670.0,1,1,133.1,1,1.0,19,4,9,140.0,0.0,0,0.0,1,1,1.0,25.0,0,0,6,8,6,12.28571429,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,Graduate
1,1.0,1,9119.0,1,1,131.0,1,3.0,1,4,1,135.9,0.0,0,0.0,1,1,0.0,18.0,0,0,5,10,2,14.0,0,0,5,7,3,11.0,1,7.6,2.6,0.32,Enrolled
1,1.0,5,171.0,1,1,160.0,1,1.0,1,4,4,139.7,0.0,0,0.0,1,1,0.0,18.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1.0,4,9147.0,1,1,117.0,1,1.0,38,8,9,117.0,1.0,0,0.0,1,1,0.0,19.0,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled
1,39.0,1,9556.0,1,19,133.1,1,19.0,1,7,10,105.0,0.0,0,0.0,1,1,0.0,25.0,0,0,7,14,4,12.95,1,0,7,11,4,13.125,1,15.5,2.8,-4.06,Dropout
1,1.0,3,9500.0,1,1,130.0,1,37.0,38,9,5,130.5,1.0,0,0.0,1,0,0.0,19.0,0,0,7,7,6,12.45,0,0,7,7,6,12.45,0,7.6,2.6,0.32,Graduate
1,44.0,1,9991.0,0,39,130.0,1,37.0,37,9,9,130.0,0.0,0,0.0,1,0,0.0,31.0,0,2,6,12,4,12.25,0,3,7,9,7,12.0,0,9.4,-0.8,-3.12,Enrolled
1,1.0,3,9500.0,1,1,137.0,1,19.0,19,5,4,131.5,1.0,0,0.0,1,0,1.0,20.0,0,0,8,8,8,13.38125,0,0,8,8,8,13.38125,0,9.4,-0.8,-3.12,Graduate
1,42.0,1,9500.0,1,1,133.1,41,3.0,1,3,10,100.0,1.0,0,0.0,0,0,0.0,33.0,1,1,7,10,5,12.16,0,0,6,7,5,11.34,0,12.4,0.5,1.79,Dropout
1,44.0,1,9085.0,1,39,140.0,1,1.0,3,9,4,140.0,0.0,0,1.0,0,0,0.0,24.0,0,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,Enrolled
